"","Candidate","Constituency","Party","State.name","Candidate.Sex","Candidate.Category","Candidate.Age","Total.Votes.Polled","Position","Total.voters","Total_Electors","TOT_CONTESTANT","POLL.PERCENTAGE","Total.Persons","Total.HinduPersons","Total.Muslim.Persons","Sex.Ratio..per.1000.","Average.Literacy","INCUMBENT_PARTY","Incumbency","Education","Total.Assets","Women","Winner","Criminal.Case","SeriousCrime"
"3151","SHATRUGHN VYANKATRAO SONPIMPLE","Chandrapur","IND","Maharashtra","M","SC",37,3875,13,899430,1536352,23,58.54322447,2204307,1780085,92297,961,"80.01%","BJP",0,NA,NA,NA,NA,NA,NA
"3152","SHEELA GAUTAM","Aligarh","BJP","Uttar Pradesh","F","GEN",77,126988,4,692645,1345351,23,51.48433383,3673889,2904140,729283,882,"67.52%","INC",0,"Graduate Professional",29373237,1,0,0,0
"3153","SHEETALA PRASAD","Jaunpur","RSP","Uttar Pradesh","M","GEN",51,2116,12,764069,1662127,16,45.96935132,4494204,3981502,483750,1024,"71.55%","SP",0,NA,NA,NA,NA,NA,NA
"3154","SHEIK AYUB KHAN S","Dindigul","IND","Tamil Nadu","M","GEN",42,4264,9,820561,1085696,19,75.57925976,2159775,1879494,105012,998,"76.26%","INC",0,"Not Given",155000,0,0,0,0
"3155","SHEIK DAVOOD A M","Tiruppur","IND","Tamil Nadu","M","GEN",46,1615,14,742012,993758,21,74.66727312,2479052,2278835,123983,989,"78.68%","INC",0,NA,NA,NA,NA,NA,NA
"3156","SHEIKH NURUL ISLAM","Tamluk","IND","West Bengal","M","GEN",55,5401,6,1148514,1271230,9,90.34667212,5095875,4343972,743436,938,"87.02%","CPM",0,NA,NA,NA,NA,NA,NA
"3157","SHELAR DNYANOBA SHRIPATI","Shirur","RPPI","Maharashtra","M","SC",57,3894,7,839271,1630466,11,51.47430244,9429408,8090254,673704,915,"86.15%",NA,0,"Literate",10000,0,0,0,0
"3158","SHELAR SANGEETA PANDURANG","Baramati","KM","Maharashtra","F","GEN",33,2666,13,735381,1593460,17,46.14995042,9429408,8090254,673704,915,"86.15%","NCP",0,"12th Pass",1465000,1,0,0,0
"3159","SHEOMURAT RAM","Machhlishahr","GGP","Uttar Pradesh","M","SC",71,5996,9,717877,1751074,16,40.99638279,4494204,3981502,483750,1024,"71.55%","BSP",0,"Post Graduate",611760,0,0,0,0
"3160","SHER MOHAMMAD","Aligarh","IND","Uttar Pradesh","M","GEN",47,1185,14,692645,1345351,23,51.48433383,3673889,2904140,729283,882,"67.52%","INC",0,"Illiterate",647197,0,0,0,0
"3161","SHER SINGH","Gautam buddh Nagar","AP","Uttar Pradesh","M","GEN",41,1177,14,739047,1522397,26,48.54495903,1648115,1394025,215500,851,"80.12%",NA,0,NA,NA,NA,NA,NA,NA
"3162","SHESHNATH","Ballia","IND","Uttar Pradesh","M","SC",40,2462,9,677834,1679029,16,40.37059515,3239774,3004240,213440,937,"70.94%","SJP(R)",0,"12th Pass",240000,0,0,0,0
"3163","SHETT M","Viluppuram","IND","Tamil Nadu","M","SC",37,2635,13,796642,1068171,19,74.58000638,3458873,3174941,133896,987,"71.88%",NA,0,"12th Pass",70500,0,0,0,0
"3164","SHETTI RAJU ALIAS DEVAPPA ANNA","Hatkanangle","SWP","Maharashtra","M","GEN",41,481025,1,979460,1458560,10,67.15253401,2822143,2440312,239607,966,"81.48%",NA,0,"10th Pass",2253785,0,1,0,0
"3165","SHEVALE PATIL SANDEEP JIBHAU","Dhule","IND","Maharashtra","M","GEN",31,2908,7,670196,1575225,15,42.54604898,2050862,1825460,187901,946,"72.80%","INC",0,"Graduate",250200,0,0,0,0
"3166","SHIB RATAN SHARMA","Birbhum","JMM","West Bengal","M","GEN",44,15919,5,1017609,1221893,7,83.28135115,3502404,2181515,1298054,956,"70.68%","CPM",0,NA,NA,NA,NA,NA,NA
"3167","SHIBA PADA BISWAS","Burdwan - durgapur","BSP","West Bengal","M","SC",60,9627,6,1135044,1353380,8,83.86735433,7717563,6008472,1599764,NA,NA,"CPM",0,NA,NA,NA,NA,NA,NA
"3168","SHIKHAR CHAND PATODI (JAIN)","INDORE","IND","Madhya Pradesh","M","GEN",52,2136,8,797049,1570094,18,50.76441283,3276697,2728225,415142,928,"80.87%","BJP",0,NA,NA,NA,NA,NA,NA
"3169","SHILPA ATUL SARPOTDAR","Mumbai North central","MNS","Maharashtra","F","GEN",41,132546,3,664661,1681985,19,39.51646418,3085411,1873762,773173,832,"89.21%","INC",0,NA,NA,NA,NA,NA,NA
"3170","SHINDE LAXMAN EKANATH","Parbhani","IND","Maharashtra","M","SC",36,8077,9,870750,1610088,19,54.08089496,1836086,1328385,306364,947,"73.34%","SHS",0,"10th Pass",315000,0,0,0,0
"3171","SHINDE PREETI MADHUKAR","Nanded","JSS","Maharashtra","F","GEN",27,15140,4,774686,1439015,22,53.83446316,3361292,2501741,471951,943,"75.45%","BJP",0,NA,NA,NA,NA,NA,NA
"3172","SHINDE RAJENDRA BABURAO","Pune","IND","Maharashtra","M","GEN",44,801,18,735071,1806953,36,40.68013944,9429408,8090254,673704,915,"86.15%","INC",0,"10th Pass",711000,0,0,0,0
"3173","SHINDE SUSHILKUMAR SAMBHAJIRAO","Solapur","INC","Maharashtra","M","SC",67,387591,1,743338,1594138,13,46.6294637,4317756,3795424,441254,938,"77.02%","BJP",0,"Graduate Professional",86042099,0,1,0,0
"3174","SHINGANE DR.RAJENDRA BHASKARRAO","Buldhana","NCP","Maharashtra","M","GEN",48,325593,2,853668,1382736,15,61.7375985,2586258,1845424,354236,934,"83.40%","SHS",0,NA,NA,NA,NA,NA,NA
"3175","SHINGDA DAMODAR BARKU","Palghar","INC","Maharashtra","M","ST",54,160570,3,732590,1523061,8,48.0998463,11060148,8716055,1355630,886,"84.53%",NA,0,NA,NA,NA,NA,NA,NA
"3176","SHIROLE RANJEET SHRIKANT","Pune","MNS","Maharashtra","M","GEN",32,75930,3,735071,1806953,36,40.68013944,9429408,8090254,673704,915,"86.15%","INC",0,"Graduate",10657200,0,0,0,0
"3177","SHIRSE RAMSINGH UKHAJI","Kalyan","IND","Maharashtra","M","SC",35,619,20,544997,1588507,20,34.30875659,11060148,8716055,1355630,886,"84.53%",NA,0,"Illiterate",670000,0,0,0,0
"3178","SHISHIR SHINDE","Mumbai North East","MNS","Maharashtra","M","GEN",55,195148,3,667932,1572890,16,42.46527093,3085411,1873762,773173,832,"89.21%","INC",0,"10th Pass",16838000,0,0,7,1
"3179","SHISHUPAL SINGH","Aligarh","PTSS","Uttar Pradesh","M","GEN",51,858,16,692645,1345351,23,51.48433383,3673889,2904140,729283,882,"67.52%","INC",0,"Graduate Professional",2283000,0,0,0,0
"3180","SHIV KUMAR","Banda","IND","Uttar Pradesh","M","SC",43,9005,5,619793,1386265,15,44.7095613,1799410,1637549,157612,863,"66.67%","SP",0,"Graduate Professional",63365,0,0,0,0
"3181","SHIV KUMAR","Hardoi","IND","Uttar Pradesh","M","SC",58,13000,4,574637,1416949,11,40.55452949,4092845,3508131,556219,868,"64.57%","SP",0,"Literate",90000,0,0,0,0
"3182","SHIV NARAYAN SINGH BAGWARE","BHOPAL","IND","Madhya Pradesh","M","SC",60,1635,9,658855,1461714,23,45.07413899,2371061,1755861,525434,918,"80.37%","BJP",0,NA,NA,NA,NA,NA,NA
"3183","SHIV PAL","Misrikh","IND","Uttar Pradesh","M","SC",44,1801,10,607887,1464770,13,41.50050861,4483992,3555450,893725,888,"61.12%","BSP",0,"10th Pass",2276000,0,0,0,0
"3184","SHIV POOJAN ARYA","Basti","IND","Uttar Pradesh","M","GEN",52,3383,11,773792,1570657,16,49.26549845,2464464,2082976,364510,963,"67.22%","BSP",0,"12th Pass",285000,0,0,0,0
"3185","SHIV RAJ ALIAS BADE BHAIYA","DAMOH","IND","Madhya Pradesh","M","ST",47,3870,9,599184,1357985,21,44.1230205,1264219,1186420,47966,910,"69.73%","BJP",0,NA,NA,NA,NA,NA,NA
"3186","SHIV RAM DOHRE","Etawah","MD","Uttar Pradesh","M","SC",68,5829,4,638131,1416867,13,45.03817225,1581810,1457892,113961,870,"78.41%","SP",0,NA,NA,NA,NA,NA,NA
"3187","SHIV SINGH","Hathras","IND","Uttar Pradesh","M","SC",39,6349,5,648468,1437725,10,45.10375767,3673889,2904140,729283,882,"67.52%","BJP",0,"Graduate",1205369,0,0,0,0
"3188","SHIVA CHARAN","Bijnor","IND","Uttar Pradesh","M","SC",71,677,23,708109,1287070,23,55.01713194,3682713,2032081,1585210,917,"68.48%","RLD",0,"8th Pass",458000,0,0,0,0
"3189","SHIVAJI JAYSING KOKARE","Baramati","IND","Maharashtra","M","GEN",58,3485,11,735381,1593460,17,46.14995042,9429408,8090254,673704,915,"86.15%","NCP",0,"Literate",420000,0,0,0,0
"3190","SHIVAKUMARI","Erode","BSP","Tamil Nadu","F","GEN",41,3980,7,767466,1010079,25,75.98078962,2251744,2115455,76098,993,"72.58%",NA,0,"Not Given",653000,1,0,0,0
"3191","SHIVAVEER DNYANESHWAR VITTHAL AMALE URPH AMALE SARKAR","Raver","SVRP","Maharashtra","M","GEN",26,1704,15,720038,1418691,19,50.75368773,4229917,3457615,560261,925,"78.20%","SHS",0,"12th Pass",278000,0,0,3,0
"3192","SHIVCHARAN UIKEY","MANDLA","IND","Madhya Pradesh","M","ST",26,9688,8,859675,1528061,14,56.25920693,1054905,849518,16558,1008,"66.87%","BJP",0,NA,NA,NA,NA,NA,NA
"3193","SHIVDAS","Basti","SSD","Uttar Pradesh","M","SC",50,1923,16,773792,1570657,16,49.26549845,2464464,2082976,364510,963,"67.22%","BSP",0,NA,NA,NA,NA,NA,NA
"3194","SHIVKUMAR GAUR","UJJAIN","IND","Madhya Pradesh","M","SC",41,7529,4,667598,1253686,9,53.250814,1986864,1718204,233133,955,"72.34%","BJP",0,NA,NA,NA,NA,NA,NA
"3195","SHIVNARAYAN AHIRWAR","RAJGARH","BSP","Madhya Pradesh","M","SC",33,9599,4,650475,1261062,9,51.58152414,1545814,1433879,106928,956,"61.21%","BJP",0,NA,NA,NA,NA,NA,NA
"3196","SHIVPRASAD PRAJAPATI","Hamirpur","IJP","Uttar Pradesh","M","GEN",33,2345,13,725511,1498840,16,48.40483307,1104285,1010014,91269,861,"68.77%","SP",0,"Graduate",327000,0,0,0,0
"3197","SHIVRAJ BHAIYA","DAMOH","BJP","Madhya Pradesh","M","GEN",68,302673,1,599184,1357985,21,44.1230205,1264219,1186420,47966,910,"69.73%","BJP",1,NA,NA,NA,NA,NA,NA
"3198","SHIVRAJ BHAIYA","DAMOH","SVSP","Madhya Pradesh","M","GEN",36,1136,21,599184,1357985,21,44.1230205,1264219,1186420,47966,910,"69.73%","BJP",0,NA,NA,NA,NA,NA,NA
"3199","SHIVRAJ BHAIYA BADE THAKUR","DAMOH","IND","Madhya Pradesh","M","GEN",25,3666,10,599184,1357985,21,44.1230205,1264219,1186420,47966,910,"69.73%","BJP",0,NA,NA,NA,NA,NA,NA
"3200","SHIVRAJ SINGH BANDA","DAMOH","IND","Madhya Pradesh","M","GEN",34,2526,13,599184,1357985,21,44.1230205,1264219,1186420,47966,910,"69.73%","BJP",0,NA,NA,NA,NA,NA,NA
"3201","SHIVRAJ SINGH NAYAKHEDA APPCHAND","DAMOH","IND","Madhya Pradesh","M","GEN",35,1770,16,599184,1357985,21,44.1230205,1264219,1186420,47966,910,"69.73%","BJP",0,NA,NA,NA,NA,NA,NA
"3202","SHIVRAM","Pratapgarh","IND","Uttar Pradesh","M","GEN",51,3592,10,641015,1435159,23,44.66508589,3209141,2731351,452394,998,"70.09%","SP",0,"12th Pass",2415000,0,0,0,0
"3203","SHIVSHANKERKUSHWAHA","Unnao","ABAS","Uttar Pradesh","M","GEN",46,2711,13,904592,1818980,21,49.73072821,3108367,2732016,363453,907,"66.37%","BSP",0,NA,NA,NA,NA,NA,NA
"3204","SHOAIB KHAN","CHHINDWARA","IND","Madhya Pradesh","M","GEN",44,2777,15,829449,1154249,28,71.86049111,2090922,1923920,100692,964,"71.16%","INC",0,NA,NA,NA,NA,NA,NA
"3205","SHOBHNATH SEN","SATNA","LJP","Madhya Pradesh","M","GEN",29,2369,16,659614,1207500,21,54.62641822,2228935,2158623,59471,926,"72.26%","BJP",0,NA,NA,NA,NA,NA,NA
"3206","SHOUKATH SHERIF","Vellore","DMDK","Tamil Nadu","M","GEN",43,62696,3,724156,1010067,24,71.69385793,3936331,3397857,414760,1007,"79.17%","DMK",0,"Graduate",44423212,0,0,0,0
"3207","SHRAWAN KUMAR","Robertsganj","RWS","Uttar Pradesh","M","SC",41,4358,10,598810,1214735,10,49.29552536,2496970,2292534,195765,903,"68.48%","BSP",0,"Graduate",168000,0,0,0,0
"3208","SHREE NATH JI","Bansgaon","BSP","Uttar Pradesh","M","SC",58,170224,2,649971,1663648,15,39.06902181,4440895,4009037,403847,950,"70.83%","INC",0,"Post Graduate",5335779,0,0,0,0
"3209","SHREEPAL SINGH","Meerut","IND","Uttar Pradesh","M","SC",35,1044,16,727711,1508788,29,48.23149442,3443689,2183255,1185643,886,"72.84%","BSP",0,"Graduate",4532250,0,0,0,0
"3210","SHRI BABA RAM CHANDRA","Sant kabir Nagar","IND","Uttar Pradesh","M","GEN",52,4285,14,801331,1694453,24,47.29142679,1715183,1300586,404410,972,"66.72%",NA,0,NA,NA,NA,NA,NA,NA
"3211","SHRI KRISHNA ALIAS SIRIYA","GWALIOR","IND","Madhya Pradesh","M","ST",57,1326,12,584549,1420728,23,41.14432882,2032036,1835299,141735,864,"76.65%","INC",0,NA,NA,NA,NA,NA,NA
"3212","SHRI PRAKASH MANI TRIPATHI","Deoria","BJP","Uttar Pradesh","M","GEN",64,178110,2,717632,1580745,12,45.39834066,3100946,2730957,358539,1017,"71.13%","SP",0,"Post Graduate",12432443,0,0,0,0
"3213","SHRIKANT MADHUSUDAN JAGTAP","Pune","IND","Maharashtra","M","SC",33,289,36,735071,1806953,36,40.68013944,9429408,8090254,673704,915,"86.15%","INC",0,"Literate",140000,0,0,0,0
"3214","SHRIKANT RAMRAO JEDHE","Latur","RSPS","Maharashtra","M","SC",61,2748,11,829488,1509987,18,54.93345307,2454196,2006984,367664,928,"77.26%","BJP",0,"Post Graduate",14320000,0,0,0,0
"3215","SHRIKRISHNA SHAKYA","Kannauj","IND","Uttar Pradesh","M","GEN",56,5310,5,741957,1504276,16,49.32319601,1656616,1375788,273967,879,"72.70%","SP",0,"Graduate Professional",5050000,0,0,0,0
"3216","SHRIMAHANT  SUDHIRDAS MAHARAJ","Nashik","BSP","Maharashtra","M","GEN",43,17980,4,657890,1448414,12,45.42140576,6107187,5237009,693052,934,"82.31%","NCP",0,NA,NA,NA,NA,NA,NA
"3217","SHRIPAL GUPTA","Rampur","BSP(K)","Uttar Pradesh","M","GEN",38,825,12,606179,1154544,16,52.50375906,2335819,1073890,1181337,909,"53.34%","SP",0,"8th Pass",685000,0,0,0,0
"3218","SHRIPAT SHIKSHAK","TIKAMGARH","IND","Madhya Pradesh","M","SC",37,6656,7,525285,1209553,17,43.42802672,1445166,1383475,44143,901,"61.43%",NA,0,NA,NA,NA,NA,NA,NA
"3219","SHRIRAM RAHUL","BHIND","BMM","Madhya Pradesh","M","SC",41,1211,8,523856,1364411,13,38.39429615,1703005,1595400,66776,837,"75.26%","BJP",0,NA,NA,NA,NA,NA,NA
"3220","SHRIRAM THAKUR","BALAGHAT","IND","Madhya Pradesh","M","GEN",58,3417,15,756645,1339239,18,56.49813065,1701698,1519384,38542,1021,"77.09%","BJP",0,NA,NA,NA,NA,NA,NA
"3221","SHUDHIR YASHWANT SURVE","Nanded","KKJHS","Maharashtra","M","GEN",40,1660,19,774686,1439015,22,53.83446316,3361292,2501741,471951,943,"75.45%","BJP",0,"Post Graduate",2136000,0,0,3,1
"3222","SHUKL SITARAM","KHAJURAHO","IND","Madhya Pradesh","M","GEN",48,9276,5,583140,1349511,15,43.21120762,1016520,974748,35214,NA,NA,"BJP",0,NA,NA,NA,NA,NA,NA
"3223","SHWETA VIVEK PARULKAR","Mumbai South central","MNS","Maharashtra","F","GEN",42,108341,3,598853,1515899,23,39.5048087,3085411,1873762,773173,860,"89.91%","SHS",0,NA,NA,NA,NA,NA,NA
"3224","SHYAM BIHARI GUPTA","Rae bareli","IND","Uttar Pradesh","M","GEN",44,5477,6,666661,1379507,16,48.32603242,3405559,2975998,413243,943,"67.25%","INC",0,"12th Pass",530000,0,0,0,0
"3225","SHYAM BIHARI KANNAUJIYA","Machhlishahr","IND","Uttar Pradesh","M","SC",39,8113,8,717877,1751074,16,40.99638279,4494204,3981502,483750,1024,"71.55%","BSP",0,"Not Given",3e+05,0,0,0,0
"3226","SHYAM KRISHNA PANDEY","Allahabad","INC","Uttar Pradesh","M","GEN",65,37028,4,550217,1267492,31,43.40989923,5954391,5102041,796756,901,"72.32%","SP",0,"Graduate Professional",6158929,0,0,0,0
"3227","SHYAM LAL","Mirzapur","EKSP","Uttar Pradesh","M","GEN",41,6944,9,733350,1405539,27,52.17571337,2496970,2292534,195765,903,"68.48%","BSP",0,"12th Pass",3654000,0,0,1,1
"3228","SHYAM NARAYAN","Ghazipur","RASD","Uttar Pradesh","M","GEN",54,9895,5,770448,1527723,15,50.43113182,3620268,3233790,368153,952,"71.78%","SP",0,"Post Graduate",1282500,0,0,0,0
"3229","SHYAM PRAKASH","Misrikh","SP","Uttar Pradesh","M","SC",49,184335,2,607887,1464770,13,41.50050861,4483992,3555450,893725,888,"61.12%","BSP",0,"Graduate",7252808,0,0,1,0
"3230","SHYAM SUNDER DAS CHAURASIA","Maharajganj","IND","Uttar Pradesh","M","GEN",28,3965,11,839577,1509167,15,55.63181543,2684703,2196884,458650,943,"62.76%","BJP",0,"8th Pass",1035000,0,0,1,1
"3231","SHYAM SUNDER RATHI","RAJGARH","SHS","Madhya Pradesh","M","GEN",50,2497,7,650475,1261062,9,51.58152414,1545814,1433879,106928,956,"61.21%","BJP",0,NA,NA,NA,NA,NA,NA
"3232","SHYAM SUNDER SHARMA","Mathura","BSP","Uttar Pradesh","M","GEN",57,210257,2,726515,1341649,16,54.15089938,2547184,2310776,216933,863,"70.36%","INC",0,"Post Graduate",32557287,0,0,0,0
"3233","SHYAM TIPANNA KURADE","Mumbai North","IND","Maharashtra","M","GEN",43,388,23,685454,1608924,23,42.60325534,3085411,1873762,773173,832,"89.21%","INC",0,NA,NA,NA,NA,NA,NA
"3234","SHYAMA CHARAN GUPTA","Phulpur","SP","Uttar Pradesh","M","GEN",63,152964,2,552190,1426450,24,38.71078552,4613913,3878626,718692,1019,"70.93%","SP",1,"Graduate Professional",135600000,0,0,0,0
"3235","SHYAMAL DAS","Maldaha Dakshin","IND","West Bengal","M","SC",38,10852,4,829583,1052093,9,78.85072898,3988845,1914352,2045151,944,"61.73%","INC",0,NA,NA,NA,NA,NA,NA
"3236","SHYAMAL MANDAL","Diamond harbour","ABP","West Bengal","M","GEN",65,2664,9,1054156,1302398,10,80.93962061,8161961,5155545,2903075,956,"77.51%","CPM",0,NA,NA,NA,NA,NA,NA
"3237","SHYAMAL NASKAR","Joynagar","IND","West Bengal","M","SC",43,10809,5,915949,1143640,8,80.09067539,8161961,5155545,2903075,956,"77.51%","RSP",0,NA,NA,NA,NA,NA,NA
"3238","SHYAMALI ROY CHOWDHURY","Burdwan - durgapur","IND","West Bengal","F","GEN",62,13316,4,1135044,1353380,8,83.86735433,7717563,6008472,1599764,NA,NA,"CPM",0,NA,NA,NA,NA,NA,NA
"3239","SHYAMSUNDAR","Mathura","IND","Uttar Pradesh","M","SC",31,3272,7,726515,1341649,16,54.15089938,2547184,2310776,216933,863,"70.36%","INC",0,NA,NA,NA,NA,NA,NA
"3240","SIDDHA GOPAL SAHU","Hamirpur","INC","Uttar Pradesh","M","GEN",43,173641,2,725511,1498840,16,48.40483307,1104285,1010014,91269,861,"68.77%","SP",0,"Post Graduate",24894125,0,0,0,0
"3241","SIDDHESHWAR SHIVAPPA BHOSALE","Sangli","IND","Maharashtra","M","GEN",36,7328,5,776868,1490571,14,52.1188189,2822143,2440312,239607,966,"81.48%","INC",0,NA,NA,NA,NA,NA,NA
"3242","SIDDIQUE ASFAQUE ALI","Kalyan","IND","Maharashtra","M","GEN",46,2846,7,544997,1588507,20,34.30875659,11060148,8716055,1355630,886,"84.53%",NA,0,NA,NA,NA,NA,NA,NA
"3243","SIDDIQULLAH CHOWDHURY","Basirhat","AUDF","West Bengal","M","GEN",59,41423,4,1038241,1198579,8,86.622659,10009781,7352769,2584684,955,"84.06%","CPI",0,"Others",2739060,0,0,0,0
"3244","SIDHARTH BOUDHA  AHIRWAR","SAGAR","RPI(A)","Madhya Pradesh","M","SC",35,1490,11,570331,1185166,12,48.12245711,2378458,2198297,103480,893,"76.46%","BJP",0,NA,NA,NA,NA,NA,NA
"3245","SIFAAT ALI KHAN","Rampur","IUML","Uttar Pradesh","M","GEN",48,886,10,606179,1154544,16,52.50375906,2335819,1073890,1181337,909,"53.34%","SP",0,NA,NA,NA,NA,NA,NA
"3246","SINGAI JINNAH. S","Ramanathapuram","DMDK","Tamil Nadu","M","GEN",39,49571,4,778335,1133391,15,68.6731234,1353445,1047411,208038,983,"80.72%","DMK",0,"Post Graduate",5270924,0,0,0,0
"3247","SINGARAM, K.","Perambalur","IND","Tamil Nadu","M","SC",53,3577,8,832427,1049033,21,79.35184117,565223,521658,32702,1003,"74.32%","DMK",0,"Post Graduate",505000,0,0,0,0
"3248","SINGARAVELAN P","Tiruvannamalai","IND","Tamil Nadu","M","GEN",28,808,22,840875,1052587,30,79.88650819,2464875,2294369,91636,994,"74.21%","DMK",0,"12th Pass",123990,0,0,0,0
"3249","SINGH RAJESH MUNNILAL","Thane","RSPS","Maharashtra","M","GEN",33,1698,12,749879,1806803,30,41.50308584,11060148,8716055,1355630,886,"84.53%","SHS",0,"10th Pass",645000,0,0,0,0
"3250","SIRAJ ABDULLA KAUCHALI","Ratnagiri - sindhudurg","BBM","Maharashtra","M","GEN",60,6587,6,718722,1252255,9,57.39422083,1615069,1307211,187197,1122,"82.18%","SHS",0,NA,NA,NA,NA,NA,NA
"3251","SIRAJ AHAMAD","Domariyaganj","IND","Uttar Pradesh","M","GEN",26,12769,6,738083,1499679,16,49.21606557,2464464,2082976,364510,963,"67.22%","BSP",0,"Not Given",224000,0,0,0,0
"3252","SITARAM NISHAD","Basti","JPS","Uttar Pradesh","M","GEN",63,2313,15,773792,1570657,16,49.26549845,2464464,2082976,364510,963,"67.22%","BSP",0,"Not Given",121000,0,0,0,0
"3253","SIVADEVAN N","Tiruvannamalai","IND","Tamil Nadu","M","SC",27,3056,10,840875,1052587,30,79.88650819,2464875,2294369,91636,994,"74.21%","DMK",0,"12th Pass",3e+05,0,0,1,1
"3254","SIVAKAMI.P","Kanniyakumari","BSP","Tamil Nadu","F","SC",53,6400,5,765663,1178047,22,64.99426593,1870374,909872,78590,1019,"91.75%",NA,0,NA,NA,NA,NA,NA,NA
"3255","SIVAKUMAR @ J.K. RITHEESH. K","Ramanathapuram","DMK","Tamil Nadu","M","GEN",36,294945,1,778335,1133391,15,68.6731234,1353445,1047411,208038,983,"80.72%","DMK",1,"Graduate",122820653,0,1,2,1
"3256","SIVAKUMAR M","Tiruppur","BJP","Tamil Nadu","M","GEN",31,11466,5,742012,993758,21,74.66727312,2479052,2278835,123983,989,"78.68%","INC",0,"Not Given",0,0,0,0,0
"3257","SIVAKUMAR M.A","Virudhunagar","IND","Tamil Nadu","M","GEN",29,891,14,767653,992051,16,77.38039677,1942288,1822626,47838,1007,"80.15%",NA,0,"12th Pass",93000,0,0,0,0
"3258","SIVAKUMAR N","Tiruppur","UMK","Tamil Nadu","M","GEN",30,3852,8,742012,993758,21,74.66727312,2479052,2278835,123983,989,"78.68%","INC",0,"Not Given",0,0,0,0,0
"3259","SIVAKUMAR S","Kanniyakumari","IND","Tamil Nadu","M","GEN",38,996,16,765663,1178047,22,64.99426593,1870374,909872,78590,1019,"91.75%",NA,0,"Not Given",4e+05,0,0,0,0
"3260","SIVAKUMAR T","Madurai","IND","Tamil Nadu","M","GEN",35,1152,8,792122,1022421,12,77.47513011,3038252,2760502,168881,990,"83.45%","CPM",0,"Graduate",235000,0,0,0,0
"3261","SIVAKUMAR.S","Chennai central","IND","Tamil Nadu","M","GEN",58,259,26,610808,1000705,37,61.03776837,4646732,3751322,439270,989,"90.18%","DMK",0,NA,NA,NA,NA,NA,NA
"3262","SIVAKUMAR.S","Thanjavur","IND","Tamil Nadu","M","SC",31,1222,10,807786,1054118,13,76.63145872,2405890,2075870,190814,1035,"82.64%","DMK",0,"10th Pass",1320000,0,0,0,0
"3263","SIVAKUMAR.V","Chennai North","IND","Tamil Nadu","M","SC",45,971,13,659920,1016663,29,64.91039804,4646732,3751322,439270,989,"90.18%","DMK",0,"Others",0,0,0,0,0
"3264","SIVALINGAM.D","Kancheepuram","IND","Tamil Nadu","M","SC",43,1019,13,787103,1060188,20,74.24183258,3998252,3537399,173785,986,"84.49%",NA,0,"8th Pass",507000,0,0,0,0
"3265","SIVAN. K","Dharmapuri","IND","Tamil Nadu","M","GEN",37,2411,15,778160,1069601,21,72.7523628,1506843,1452956,38304,946,"68.54%","PMK",0,"12th Pass",80000,0,0,0,0
"3266","SIVANMANI P","Virudhunagar","IND","Tamil Nadu","M","GEN",33,755,16,767653,992051,16,77.38039677,1942288,1822626,47838,1007,"80.15%",NA,0,"10th Pass",225000,0,0,0,0
"3267","SIVARAJ P","Nilgiris","IND","Tamil Nadu","M","SC",27,1204,14,710186,1003168,14,70.79432358,735394,569477,78452,1042,"85.20%","INC",0,"Graduate",1700000,0,0,0,0
"3268","SIVARAJ.V","Coimbatore","IND","Tamil Nadu","M","GEN",40,1747,13,824457,1163781,25,70.84296788,3458045,3044145,211035,1000,"83.98%","CPI",0,NA,NA,NA,NA,NA,NA
"3269","SIVARAMAN G","Kallakurichi","IND","Tamil Nadu","M","GEN",33,7463,7,854955,1106352,29,77.2769426,3458873,3174941,133896,987,"71.88%",NA,0,"Post Graduate",101500,0,0,0,0
"3270","SIVASAMI C","Tiruppur","ADMK","Tamil Nadu","M","GEN",51,295731,1,742012,993758,21,74.66727312,2479052,2278835,123983,989,"78.68%","INC",0,"Post Graduate",51892954,0,1,3,1
"3271","SIVASAMY. P","Karur","IND","Tamil Nadu","M","GEN",26,1566,12,825125,1012924,38,81.45971465,1064493,993666,53292,1015,"75.60%","DMK",0,"Graduate",20000,0,0,0,0
"3272","SIVASANKAR.S.","Erode","IND","Tamil Nadu","M","GEN",27,6802,6,767466,1010079,25,75.98078962,2251744,2115455,76098,993,"72.58%",NA,0,"Not Given",50000,0,0,0,0
"3273","SIVASANKARAN.A","Kancheepuram","AIJMK","Tamil Nadu","M","SC",47,4625,6,787103,1060188,20,74.24183258,3998252,3537399,173785,986,"84.49%",NA,0,NA,NA,NA,NA,NA,NA
"3274","SIYARAM","Etawah","RBCP","Uttar Pradesh","M","SC",55,954,9,638131,1416867,13,45.03817225,1581810,1457892,113961,870,"78.41%","SP",0,"10th Pass",1431000,0,0,0,0
"3275","SIYARAM KORI","Faizabad","IND","Uttar Pradesh","M","SC",50,3478,12,749172,1500160,23,49.93947312,2470996,2094271,365806,962,"68.73%","BSP",0,NA,NA,NA,NA,NA,NA
"3276","SK. DOULAT HOSSAIN","Krishnanagar","NCP","West Bengal","M","GEN",52,4336,9,1046001,1223082,9,85.52173934,5167600,3728482,1382682,947,"74.97%","CPM",0,NA,NA,NA,NA,NA,NA
